EXVSxStarwardPlay,2025/08/01,427521,29568,0,0,
EXVSxStarwardPlay,2025/08/02,346709,35868,0,0,
EXVSxStarwardPlay,2025/08/03,504567,27086,0,0,
EXVSxStarwardPlay,2025/08/04,661511,15417,0,0,
EXVSxStarwardPlay,2025/08/05,359257,16580,0,0,
EXVSxStarwardPlay,2025/08/06,527996,17974,0,0,
EXVSxStarwardPlay,2025/08/07,359754,56649,0,0,
EXVSxStarwardPlay,2025/08/08,353367,27112,0,0,
EXVSxStarwardPlay,2025/08/09,332095,29462,0,0,
EXVSxStarwardPlay,2025/08/10,334441,41400,0,0,
EXVSxStarwardPlay,2025/08/11,389244,32019,0,0,
EXVSxStarwardPlay,2025/08/12,271304,24200,0,0,
EXVSxStarwardPlay,2025/08/13,372702,34342,0,0,
EXVSxStarwardPlay,2025/08/14,357832,25263,0,0,
EXVSxStarwardPlay,2025/08/15,337327,24041,0,0,
EXVSxStarwardPlay,2025/08/16,262730,19269,0,0,
EXVSxStarwardPlay,2025/08/17,306776,26049,0,0,
EXVSxStarwardPlay,2025/08/18,288346,27652,0,0,
EXVSxStarwardPlay,2025/08/19,245085,13199,0,0,
EXVSxStarwardPlay,2025/08/20,443553,43903,0,0,
EXVSxStarwardPlay,2025/08/21,410348,24025,0,0,
EXVSxStarwardPlay,2025/08/22,226003,22791,0,0,
EXVSxStarwardPlay,2025/08/23,403745,32594,0,0,
EXVSxStarwardPlay,2025/08/24,250139,28775,0,0,
EXVSxStarwardPlay,2025/08/25,244503,51388,0,0,
EXVSxStarwardPlay,2025/08/26,268605,49638,0,0,
EXVSxStarwardPlay,2025/08/27,341784,38921,0,0,
EXVSxStarwardPlay,2025/08/28,305719,97971,0,0,
EXVSxStarwardPlay,2025/08/29,300985,37725,0,0,
EXVSxStarwardPlay,2025/08/30,327584,32264,0,0,
EXVSxStarwardPlay,2025/08/31,233252,44142,0,0,
EXVSxStarwardPlay,2025/09/01,403237,29013,0,0,
EXVSxStarwardPlay,2025/09/02,295680,26211,0,0,
EXVSxStarwardPlay,2025/09/03,481726,35139,0,0,
EXVSxStarwardPlay,2025/09/04,305456,25941,0,0,
EXVSxStarwardPlay,2025/09/05,334228,17166,0,0,
EXVSxStarwardPlay,2025/09/06,213945,30121,0,0,
EXVSxStarwardPlay,2025/09/07,313928,46865,0,0,
EXVSxStarwardPlay,2025/09/08,158186,14466,0,0,
EXVSxStarwardPlay,2025/09/09,182188,16358,0,0,
EXVSxStarwardPlay,2025/09/10,191986,19062,0,0,
EXVSxStarwardPlay,2025/09/11,346808,18942,0,0,
EXVSxStarwardPlay,2025/09/12,164226,36564,0,0,
EXVSxStarwardPlay,2025/09/13,149896,54061,0,0,
