#MarvelRivals,2025/01/21,9390075,1043534,524
#MarvelRivals,2025/01/22,10690553,1030614,518
#MarvelRivals,2025/01/23,7660990,938607,527
#MarvelRivals,2025/01/24,8955828,768201,522
#MarvelRivals,2025/01/25,9858736,1303517,423
#MarvelRivals,2025/01/26,8994050,488925,520
#MarvelRivals,2025/01/27,8340419,293957,520
#MarvelRivals,2025/01/28,7844247,1353182,521
#MarvelRivals,2025/01/29,8885515,347281,518
#MarvelRivals,2025/01/30,8313744,613120,521
#MarvelRivals,2025/01/31,7830113,178596,517
#MarvelRivals,2025/02/01,9392825,885895,525
