EXVSxStarwardLive,2025/08/01,43859,12336,0,0,
EXVSxStarwardLive,2025/08/02,49324,14804,0,0,
EXVSxStarwardLive,2025/08/03,226960,15632,0,0,
EXVSxStarwardLive,2025/08/04,69217,7327,0,0,
EXVSxStarwardLive,2025/08/05,68746,10434,0,0,
EXVSxStarwardLive,2025/08/06,263897,12274,0,0,
EXVSxStarwardLive,2025/08/07,138229,30469,0,0,
EXVSxStarwardLive,2025/08/08,94745,20259,0,0,
EXVSxStarwardLive,2025/08/09,120728,13987,0,0,
EXVSxStarwardLive,2025/08/10,110812,21362,0,0,
EXVSxStarwardLive,2025/08/11,226122,22733,0,0,
EXVSxStarwardLive,2025/08/12,91039,17895,0,0,
EXVSxStarwardLive,2025/08/13,76726,17998,0,0,
EXVSxStarwardLive,2025/08/14,37349,13863,0,0,
EXVSxStarwardLive,2025/08/15,108864,18091,0,0,
EXVSxStarwardLive,2025/08/16,85743,13174,0,0,
EXVSxStarwardLive,2025/08/17,57103,19766,0,0,
EXVSxStarwardLive,2025/08/18,53222,16372,0,0,
EXVSxStarwardLive,2025/08/19,51893,7047,0,0,
EXVSxStarwardLive,2025/08/20,185992,14302,0,0,
EXVSxStarwardLive,2025/08/21,44130,15025,0,0,
EXVSxStarwardLive,2025/08/22,57943,11125,0,0,
EXVSxStarwardLive,2025/08/23,173083,19726,0,0,
EXVSxStarwardLive,2025/08/24,64042,19420,0,0,
EXVSxStarwardLive,2025/08/25,52533,13086,0,0,
EXVSxStarwardLive,2025/08/26,57715,19404,0,0,
EXVSxStarwardLive,2025/08/27,126347,18203,0,0,
EXVSxStarwardLive,2025/08/28,35258,52995,0,0,
EXVSxStarwardLive,2025/08/29,79941,19893,0,0,
EXVSxStarwardLive,2025/08/30,40348,22477,0,0,
EXVSxStarwardLive,2025/08/31,81761,33631,0,0,
EXVSxStarwardLive,2025/09/01,197224,12766,0,0,
EXVSxStarwardLive,2025/09/02,34497,12026,0,0,
EXVSxStarwardLive,2025/09/03,249075,19256,0,0,
EXVSxStarwardLive,2025/09/04,51864,17647,0,0,
EXVSxStarwardLive,2025/09/05,38331,10577,0,0,
EXVSxStarwardLive,2025/09/06,40790,19357,0,0,
EXVSxStarwardLive,2025/09/07,56437,22150,0,0,
EXVSxStarwardLive,2025/09/08,29173,10768,0,0,
EXVSxStarwardLive,2025/09/09,53377,10397,0,0,
EXVSxStarwardLive,2025/09/10,58920,12362,0,0,
EXVSxStarwardLive,2025/09/11,32831,10492,0,0,
EXVSxStarwardLive,2025/09/12,76521,16682,0,0,
EXVSxStarwardLive,2025/09/13,74683,26553,0,0,
