strinova,2025/01/09,52041,5904,215,0
strinova,2025/01/10,32716,8047,202,0
strinova,2025/01/11,719377,11650,238,0
strinova,2025/01/12,27127,8960,234,0
strinova,2025/01/13,211245,11089,264,0
strinova,2025/01/14,79051,6818,232,0
strinova,2025/01/15,85671,5546,209,0
strinova,2025/01/16,35007,5881,245,0
strinova,2025/01/17,6297332,33517,254,0
strinova,2025/01/18,94543,50519,349,0
strinova,2025/01/19,752806,58685,357,0
strinova,2025/01/20,51315,9232,326,0
strinova,2025/01/21,139633,8450,301,0
strinova,2025/01/22,40723,12276,281,0
strinova,2025/01/23,100609,7285,252,0
strinova,2025/01/24,30065,6156,270,0
strinova,2025/01/25,738393,10838,281,0
strinova,2025/01/26,33538,7934,326,0
strinova,2025/01/27,89117,7436,310,0
strinova,2025/01/28,32463,4921,218,0
strinova,2025/01/29,42874,5766,248,0
strinova,2025/01/30,27689,5273,234,0
strinova,2025/01/31,20708,4652,183,0
strinova,2025/02/01,49293,9036,225,0
strinova,2025/02/02,26839,6248,246,0
strinova,2025/02/03,43184,8926,240,0
strinova,2025/02/04,31188,5010,197,0
strinova,2025/02/05,31480,7974,192,0
strinova,2025/02/06,21686,6644,202,0
strinova,2025/02/07,20700,6595,203,0
strinova,2025/02/08,21602,6798,209,0
strinova,2025/02/09,42439,8335,237,0
strinova,2025/02/10,40633,10506,211,0
strinova,2025/02/11,21985,6404,197,0
strinova,2025/02/12,20998,5075,211,0
strinova,2025/02/13,23671,5600,184,0
strinova,2025/02/14,35856,6428,208,0
strinova,2025/02/15,35870,7404,207,0
strinova,2025/02/16,78766,6304,243,0
strinova,2025/02/17,38464,10701,235,0
strinova,2025/02/18,28850,4841,188,0
strinova,2025/02/19,40554,6599,222,0
strinova,2025/02/20,29694,7780,200,0
strinova,2025/02/21,38576,8645,236,0
strinova,2025/02/22,58518,5146,191,0
strinova,2025/02/23,33345,6359,235,0
strinova,2025/02/24,29988,9422,206,0
strinova,2025/02/25,19969,3512,181,0
strinova,2025/02/26,17225,3879,156,0
strinova,2025/02/27,21489,4283,190,0
strinova,2025/02/28,16505,3954,163,0
strinova,2025/03/01,23313,7105,169,0
strinova,2025/03/02,29036,5161,186,0
strinova,2025/03/03,19995,5380,197,0
strinova,2025/03/04,18949,4185,178,0
strinova,2025/03/05,17921,3624,153,0
strinova,2025/03/06,23219,3082,160,0
strinova,2025/03/07,19162,4615,143,0
strinova,2025/03/08,26937,3641,186,0
strinova,2025/03/09,29911,6037,190,0
strinova,2025/03/10,41486,4479,184,0
strinova,2025/03/11,17987,5410,134,0
strinova,2025/03/12,17609,4320,175,0
strinova,2025/03/13,28416,4353,149,0
strinova,2025/03/14,16805,4144,153,0
strinova,2025/03/15,23353,4425,177,0
strinova,2025/03/16,33396,6558,198,0
strinova,2025/03/17,31435,6109,162,0
strinova,2025/03/18,29120,4284,169,0
strinova,2025/03/19,21465,3107,175,0
strinova,2025/03/20,19158,4223,153,0
strinova,2025/03/21,22727,2961,146,0
strinova,2025/03/22,25279,3291,137,0
strinova,2025/03/23,25184,3618,166,0
strinova,2025/03/24,34435,5096,175,0
strinova,2025/03/25,31418,3686,168,0
strinova,2025/03/26,32209,3070,123,0
strinova,2025/03/27,15010,4695,124,0
strinova,2025/03/28,20207,3579,153,0
strinova,2025/03/29,33935,4026,161,0
strinova,2025/03/30,41030,7868,183,0
strinova,2025/03/31,50752,4021,191,0
strinova,2025/04/01,34507,3761,145,0
strinova,2025/04/02,48132,2595,163,0
strinova,2025/04/03,44805,4655,136,0
strinova,2025/04/04,46598,3292,178,0
strinova,2025/04/05,30585,3037,129,0
strinova,2025/04/06,29192,4743,160,0
strinova,2025/04/07,42782,6694,160,0
strinova,2025/04/08,58231,6524,182,0
